CityID,HotelID,HotelName,HotelLat,HotelLon,HotelURL,HotelScore,HotelDescription,CityName
12,,Hôtel Restaurant Spa Le Sauvage,47.23171767,6.02759153,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.0,"Hôtel Restaurant Spa Le Sauvage, formerly the Clarisses Monestary, is located in the historic district of Besançon, 500 metres from the citadel's ancient walls. ",Besancon
12,,L'adresse à Besançon,47.24736834,6.03148374,https://www.booking.com/hotel/fr/l-39-adresse-a-besancon.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.7,"L'adresse à Besançon is situated in Besançon, 7 km from Micropolis, 1.9 km from Museum of Fine Arts and Archaeology of Besancon, and 3.4 km from Saint-Jean Cathedral Besançon. ",Besancon
12,,Chambre d'Hôtes La Villa Molina,47.25044475,6.02088064,https://www.booking.com/hotel/fr/la-villa-molina.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.3,"Set in a tree-lined garden with a shaded terrace, this French villa is located a 5-minute walk from Viotte Train Station. ",Besancon
12,,Les Fontenottes,47.23927500,6.03571600,https://www.booking.com/hotel/fr/les-fontenottes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.5,"Situated in Besançon, near Saint-Jean Cathedral Besançon and Museum of Fine Arts and Archaeology of Besancon, Les Fontenottes features free WiFi, and guests can enjoy a garden and a terrace. ",Besancon
12,,Hôtel de Paris,47.23856537,6.02532506,https://www.booking.com/hotel/fr/de-paris-besanasson.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.7,"Located in the centre of Besançon, Hôtel de Paris offers contemporary décor, a 24-hour reception and terrace. The Besançon Citadelle is just a 15-minute walk away. Vesoul is 48 km from the property. ",Besancon
12,,Hôtel AKENA BESANCON,47.23547525,5.90008540,https://www.booking.com/hotel/fr/akena-besancon.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.7,"Situated in Besançon, 7 km from Micropolis, Hôtel AKENA BESANCON features accommodation with a restaurant, free private parking, a bar and a terrace. ",Besancon
12,,ibis Besançon Centre Ville,47.24045605,6.02599533,https://www.booking.com/hotel/fr/ibis-besancon-centre-ville.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.5,"Located in the old town of Besançon, ibis Besançon Centre Ville is 500 metres from Viotte Train Station and both the Vauban Citadel and the Museum of Fine Arts can be found within a 20-minute walk. ",Besancon
12,,La Felicita,47.23491100,6.02992100,https://www.booking.com/hotel/fr/la-felicita-besancon.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.7,"Boasting a bar and a spa and wellness centre, La Felicita features accommodation in Besançon with free WiFi and city views. Featuring private parking, the apartment is 5 km from Micropolis. ",Besancon
12,,Résidence Charles Quint,47.23347773,6.03081581,https://www.booking.com/hotel/fr/ra-c-sidence-charles-quint.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.0,"Résidence Charles Quint is set in an 18th-century building in the historical centre of Besançon, offering both double rooms and self-catering apartments. The building features a garden and a...",Besancon
12,,Les Terrasses de La Malcombe,47.22448610,5.98300771,https://www.booking.com/hotel/fr/les-terrasses-de-la-malcombe.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.4,"Located in Besançon, 1.2 km from Micropolis, Les Terrasses de La Malcombe provides accommodation with a garden, free WiFi and a 24-hour front desk. ",Besancon
12,,Le New York Bisontin,47.24818544,6.01924119,https://www.booking.com/hotel/fr/le-new-york-bisontin.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.2,"Le New York Bisontin is situated in Besançon, 2.3 km from Museum of Fine Arts and Archaeology of Besancon, 3.1 km from Time museum of Besançon, and 3.9 km from Saint-Jean Cathedral Besançon. ",Besancon
12,,Hotel Vauban,47.23986296,6.02139884,https://www.booking.com/hotel/fr/vauban-besancon.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.7,"Located in Besançon, Hotel Vauban a 2-minute walk from the Museum of Fine Arts and an 18-minute walk from the Citadel of Besançon. It offers free internet access, a 24-hour front desk and a terrace. ",Besancon
12,,Hôtel Fontaine Argent - Centre Ville,47.24614600,6.03318600,https://www.booking.com/hotel/fr/fontaine-argent.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.5,"Featuring 3-star accommodation, Hôtel Fontaine Argent - Centre Ville is set in Besançon, 7 km from Micropolis and 1.7 km from Museum of Fine Arts and Archaeology of Besancon. ",Besancon
12,,Hotel Victor Hugo & Spa,47.24741871,6.02364331,https://www.booking.com/hotel/fr/logis-de-france-florel.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.5,Hotel Victor Hugo & Spa offers accommodation 50 metres from Viotte train station and just 15 minutes' walking distance from the historic city centre of Besançon. Many rooms open onto an inner garden. ,Besancon
12,,Appartement Place Leclerc,47.24296300,6.01188510,https://www.booking.com/hotel/fr/appartement-place-leclerc.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.9,"Offering a terrace and city view, Appartement Place Leclerc is situated in Besançon, 6 km from Micropolis and 2.4 km from Time museum of Besançon. ",Besancon
12,,La Loge Marola,47.23994980,6.01745680,https://www.booking.com/hotel/fr/la-loge-marola.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.7,"La Loge Marola is situated in Besançon, 5 km from Micropolis and 1.9 km from Time museum of Besançon, in an area where hiking can be enjoyed. ",Besancon
12,,Maison Mazagran,47.22214957,6.02723636,https://www.booking.com/hotel/fr/chambre-d-ha-tes-besanasson.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,9.0,"Offering an outdoor pool and a terrace in its garden, the Maison Mazagran is located in Besançon, on the edge of Le Doubs River. ",Besancon
12,,Appart'Hôtel Saint Exupery,47.25654205,6.02800190,https://www.booking.com/hotel/fr/saint-exupery.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.9,"Appart'Hôtel Saint Exupery, a property with a terrace, is situated in Besançon, 7 km from Micropolis, 3.1 km from Museum of Fine Arts and Archaeology of Besancon, as well as 3.8 km from Saint-Jean...",Besancon
12,,Ave de la vaite,47.25394720,6.04169602,https://www.booking.com/hotel/fr/ave-de-la-vaite.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.8,"Set in Besançon, 6 km from Micropolis, Ave de la vaite offers accommodation with a garden, free WiFi and a 24-hour front desk. ",Besancon
12,,Best Western Citadelle,47.23154100,6.02658033,https://www.booking.com/hotel/fr/bestwesterncitadelle.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=148a73ef16320238&srepoch=1643473759&from=searchresults#hotelTmpl,8.3,"Best Western Citadelle is situated in Besançon’s historic town centre, a 5-minute walk from the River Doubs and the citadel. It offers free WiFi in the hotel rooms. ",Besancon
9,,Carpe Diem Guest House,48.25753000,7.43597000,https://www.booking.com/hotel/fr/carpe-diem-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.5,"Located in Sélestat, Carpe Diem Guest House has a terrace. Among the facilities of this property are a restaurant, room service and a shared lounge, along with free WiFi throughout the property. ",Chateau du Haut Koenigsbourg
9,,Gîte Le Colombier Sélestat - Classé 2 étoiles - 30min EuropaPark,48.25967100,7.45547400,https://www.booking.com/hotel/fr/gite-le-colombier.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.4,"Set in Sélestat in the Alsace region, Gîte Le Colombier Sélestat - Classé 2 étoiles - 30min EuropaPark is a 2-star property featuring free WiFi. ",Chateau du Haut Koenigsbourg
9,,GRENIER DES CIGOGNES,48.25848380,7.45303640,https://www.booking.com/hotel/fr/grenier-des-cigognes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.5,GRENIER DES CIGOGNES is set in Sélestat. The property has city views and is 24 km from Colmar. ,Chateau du Haut Koenigsbourg
9,,le bonheur est parfois cache dans l'inconnu,48.25843760,7.45757070,https://www.booking.com/hotel/fr/le-bonheur-est-parfois-cache-dans-l-inconnu.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.1,"Situated in Sélestat, le bonheur est parfois cache dans l'inconnu features accommodation with a terrace and free WiFi. The accommodation is 43 km from Offenburg. ",Chateau du Haut Koenigsbourg
9,,En attique - Residence le Ronsard,48.26466040,7.45425030,https://www.booking.com/hotel/fr/en-attique-residence-le-ronsard.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.3,En attique - Residence le Ronsard is set in Sélestat and offers free bikes and a terrace. ,Chateau du Haut Koenigsbourg
9,,Appartement des Sorcieres - Witches Apartment,48.25670860,7.45081710,https://www.booking.com/hotel/fr/appartement-des-sorcieres-witches-apartment.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.6,"Situated in Sélestat, Appartement des Sorcieres - Witches Apartment features accommodation with a balcony and free WiFi. The apartment has garden views and is 20 km from Rust. ",Chateau du Haut Koenigsbourg
9,,Gite Les Tourterelles Sélestat - Classé 3 étoiles - 30min EuropaPark,48.25967100,7.45547400,https://www.booking.com/hotel/fr/gite-les-tourterelles-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.1,"Set in Sélestat in the Alsace region, Gite Les Tourterelles Sélestat - Classé 3 étoiles - 30min EuropaPark is a 3-star property featuring free WiFi. ",Chateau du Haut Koenigsbourg
9,,Appart 4 pers design et cosy avec Jardin au Cœur de Sélestat,48.25938600,7.45424100,https://www.booking.com/hotel/fr/appart-4-pers-avec-jardin-centre-historique-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.6,"Appart 4 pers design et cosy avec Jardin au Cœur de Sélestat is situated in Sélestat and offers a garden, barbecue facilities and a terrace. The apartment has garden views and is 20 km from Rust. ",Chateau du Haut Koenigsbourg
9,,Chambres d'Hôtes Le Domaine des Remparts,48.25543163,7.45202824,https://www.booking.com/hotel/fr/le-domaine-des-remparts.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.1,Travel Sustainable property,Chateau du Haut Koenigsbourg
9,,Gites des capucins centre ville Sélestat,48.25669270,7.45250720,https://www.booking.com/hotel/fr/gites-des-capucins.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.0,Gites des capucins centre ville Sélestat is set in Sélestat and offers a bar. The air-conditioned accommodation is 44 km from Offenburg. ,Chateau du Haut Koenigsbourg
9,,Au Berceau des Cigognes,48.25853164,7.45294498,https://www.booking.com/hotel/fr/au-berceau-des-cigognes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.9,"Au Berceau des Cigognes is located in Sélestat city centre, within a small residence, and offers a terrace. Guests staying at this apartment have access to a fully equipped kitchen and a balcony. ",Chateau du Haut Koenigsbourg
9,,Gite Le Caveau Sélestat - Classé 2 étoiles - 30min EuropaPark,48.25971386,7.45547400,https://www.booking.com/hotel/fr/gites-de-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.9,"Set 42 km from Strasbourg and 21 km from Colmar, Gites de Sélestat offers an appartment in a former wine-cellar in Sélestat. The unit is 31 km from Europa Park and its aqua park. ",Chateau du Haut Koenigsbourg
9,,Les Prés D'ondine,48.26213418,7.49853909,https://www.booking.com/hotel/fr/les-pres-d-ondine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.0,Travel Sustainable property,Chateau du Haut Koenigsbourg
9,,Chez Michel et Sylviane gite2,48.25516559,7.42881634,https://www.booking.com/hotel/fr/chez-michel-et-sylviane-gite2.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.9,"Featuring a garden, an outdoor pool and pool views, Chez Michel et Sylviane gite2 is set in Sélestat. ",Chateau du Haut Koenigsbourg
9,,Villa Vauban,48.25564415,7.45485910,https://www.booking.com/hotel/fr/villa-vauban-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.2,"Villa Vauban is located in Sélestat and offers a garden and barbecue facilities. The accommodation is 24 km from Colmar, and guests benefit from private parking available on site and free WiFi. ",Chateau du Haut Koenigsbourg
9,,Gîte du Figuier 4 à 6 personnes Sélestat Centre-Alsace,48.25693929,7.45748370,https://www.booking.com/hotel/fr/nouveau-gite-du-figuier-4-47-6-personnes-selestat.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.7,"Set in Sélestat in the Alsace region, Gîte du Figuier 4 à 6 personnes Sélestat Centre-Alsace is a 3-star property featuring free WiFi. The air-conditioned accommodation is 24 km from Colmar. ",Chateau du Haut Koenigsbourg
9,,Le Château du Haut-Koenigsbourg,48.25677128,7.45243746,https://www.booking.com/hotel/fr/les-residence-des-chateaux-forts-d-39-alsace.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,9.1,Le Château du Haut-Koenigsbourg is set in Sélestat. The apartment has city views and is 36 km from Rust. ,Chateau du Haut Koenigsbourg
9,,LA TERRASSE SELESTADIENNE,48.25880350,7.46003960,https://www.booking.com/hotel/fr/la-terrasse-selestadienne.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.6,"LA TERRASSE SELESTADIENNE is located in Sélestat and offers free bikes, a seasonal outdoor swimming pool and a garden. The property features garden views and is 25 km from Colmar. ",Chateau du Haut Koenigsbourg
9,,Hotel Restaurant De l'Illwald,48.21825006,7.49813139,https://www.booking.com/hotel/fr/de-l-illwald.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.8,"Located in Alsace, in a beautiful setting made of woods and rivers, Hotel De l'Illwald welcomes you in a charming environment combining traditional and modern styles. ",Chateau du Haut Koenigsbourg
9,,L'Appart' Sélestadien,48.25874644,7.45997232,https://www.booking.com/hotel/fr/l-39-appart-39-selestadien.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=15857405d53b0109&srepoch=1643473805&from=searchresults#hotelTmpl,8.5,"Boasting free bikes, a seasonal outdoor swimming pool, and a garden, L'Appart' Sélestadien features accommodation in Sélestat with free WiFi and city views. ",Chateau du Haut Koenigsbourg
11,,La Grange de Madeleine,48.04178290,7.30654670,https://www.booking.com/hotel/fr/la-grange-de-madeleine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.8,"La Grange de Madeleine is located in Eguisheim. The air-conditioned accommodation is less than 1 km from Eguisheim Christmas Market, and guests benefit from complimentary WiFi and private parking...",Eguisheim
11,,GITE LE COQ ROUGE,48.04170911,7.30569280,https://www.booking.com/hotel/fr/gite-le-coq-rouge.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.8,"Featuring a garden, barbecue facilities, and a terrace, GITE LE COQ ROUGE provides accommodation in Eguisheim with free WiFi and city views. ",Eguisheim
11,,Fleur de Vigne,48.04611340,7.30516320,https://www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.6,"Located in Eguisheim, within 800 metres of Eguisheim Christmas Market, Fleur de Vigne offers accommodation with free WiFi, air conditioning and a garden. The property has garden and mountain views. ",Eguisheim
11,,Elsass Design Hygge,48.04203000,7.30459800,https://www.booking.com/hotel/fr/elsass-design-hygge.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.4,"Boasting free bikes, Elsass Design Hygge offers accommodation in Eguisheim with free WiFi and city views. ",Eguisheim
11,,"Gîte ""Smart'In""",48.04231968,7.30585562,https://www.booking.com/hotel/fr/gite-quot-smart-39-in-quot.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.4,"Gîte ""Smart'In"" is situated in Eguisheim. It is set 200 metres from Eguisheim Christmas Market and offers free WiFi plus an ATM. ",Eguisheim
11,,Gite Le Petit Malsbach Eguisheim,48.04224054,7.31270510,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.4,"Gite Le Petit Malsbach Eguisheim is located in Eguisheim. The air-conditioned accommodation is less than 1 km from Eguisheim Christmas Market, and guests benefit from complimentary WiFi and private...",Eguisheim
11,,"4 bedrooms luxury appartment for 10p in Eguisheim, 10 mn from Colmar",48.04267190,7.30556570,https://www.booking.com/hotel/fr/4-bedrooms-luxury-appartment-for-10p-in-eguisheim-10-mn-from-colmar.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,8.9,"Featuring city views, 4 bedrooms luxury apartment for 10p in Eguisheim, 10 mn from Colmar is located right in the middle of the Eguisheim Christmas Market, and provides accommodation with a balcony...",Eguisheim
11,,Gîte l'Aubaine,48.04370220,7.30599767,https://www.booking.com/hotel/fr/gite-l-39-aubaine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.0,"Situated in Eguisheim, just 400 metres from Eguisheim Christmas Market, Gîte l'Aubaine features accommodation with free WiFi. ",Eguisheim
11,,Les chambres du domaine,48.04296300,7.30721600,https://www.booking.com/hotel/fr/les-chambres-du-domaine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=d4b2741db13d01db&srepoch=1643473852&from=searchresults#hotelTmpl,9.2,"Situated in Eguisheim in the Alsace region, with Eguisheim Christmas Market nearby, Les chambres du domaine features accommodation with free WiFi and free private parking. ",Eguisheim
